password_sample,f_length,f_char_class_count,f_has_lowercase,f_has_uppercase,f_has_digit,f_has_symbol,f_dictionary_present,f_has_leetspeak,f_numeric_prefix,f_numeric_suffix,f_numeric_infix,f_has_sequence,f_has_repetition,f_rule_pattern_present,recommendation_label
unescorted123,13,2,1,0,1,0,1,1,0,1,0,1,0,1,AVOID_DICTIONARY_WORDS
Unfearful@,10,3,1,1,0,1,1,1,0,0,0,0,0,1,AVOID_DICTIONARY_WORDS
cumberl@nd22,12,3,1,0,1,1,1,1,0,1,0,0,1,1,AVOID_DICTIONARY_WORDS
reb0unded1,10,2,1,0,1,0,1,1,0,1,0,0,0,1,AVOID_DICTIONARY_WORDS
motherland12,12,2,1,0,1,0,1,1,0,1,0,0,0,1,AVOID_DICTIONARY_WORDS
oecist12,8,2,1,0,1,0,1,1,0,1,0,0,0,1,AVOID_DICTIONARY_WORDS
Fringing#,9,3,1,1,0,1,1,0,0,0,0,0,0,0,AVOID_DICTIONARY_WORDS
$unaudaciousness99,18,3,1,0,1,1,1,1,0,1,0,0,1,1,AVOID_DICTIONARY_WORDS
histographic99,14,2,1,0,1,0,1,0,0,1,0,0,1,1,AVOID_DICTIONARY_WORDS
sonneratiaceous123,18,2,1,0,1,0,1,1,0,1,0,1,1,1,AVOID_DICTIONARY_WORDS
streps123,9,2,1,0,1,0,1,1,0,1,0,1,0,1,AVOID_DICTIONARY_WORDS
Classicist*,11,3,1,1,0,1,1,0,0,0,0,0,1,1,AVOID_DICTIONARY_WORDS
&anicca123,10,3,1,0,1,1,1,1,0,1,0,1,1,1,AVOID_DICTIONARY_WORDS
Meatier$,8,3,1,1,0,1,1,1,0,0,0,0,0,1,AVOID_DICTIONARY_WORDS
knifed99,8,2,1,0,1,0,1,0,0,1,0,0,1,1,AVOID_DICTIONARY_WORDS
buchmanism123,13,2,1,0,1,0,1,1,0,1,0,1,0,1,AVOID_DICTIONARY_WORDS
tulog99,7,2,1,0,1,0,1,0,0,1,0,0,1,1,AVOID_DICTIONARY_WORDS
pl@sm0quine1,12,3,1,0,1,1,1,1,0,1,0,0,0,1,AVOID_DICTIONARY_WORDS
@ctin0m0rphic22,15,3,1,0,1,1,1,1,0,1,0,0,1,1,AVOID_DICTIONARY_WORDS
$parodinia99,12,3,1,0,1,1,1,1,0,1,0,0,1,1,AVOID_DICTIONARY_WORDS
%satinets99,11,3,1,0,1,1,1,0,0,1,0,0,1,1,AVOID_DICTIONARY_WORDS
!mucuna99,9,3,1,0,1,1,1,1,0,1,0,0,1,1,AVOID_DICTIONARY_WORDS
Unwaiting&,10,3,1,1,0,1,1,0,0,0,0,0,0,0,AVOID_DICTIONARY_WORDS
tocherless12,12,2,1,0,1,0,1,1,0,1,0,0,1,1,AVOID_DICTIONARY_WORDS
serapic99,9,2,1,0,1,0,1,0,0,1,0,0,1,1,AVOID_DICTIONARY_WORDS
distressingly99,15,2,1,0,1,0,1,0,0,1,0,0,1,1,AVOID_DICTIONARY_WORDS
m0tiv@tes1,10,3,1,0,1,1,1,1,0,1,0,0,0,1,AVOID_DICTIONARY_WORDS
Opisthoglossa!,14,3,1,1,0,1,1,1,0,0,0,0,1,1,AVOID_DICTIONARY_WORDS
*tup123,7,3,1,0,1,1,1,1,0,1,0,1,0,1,AVOID_DICTIONARY_WORDS
heraus12,8,2,1,0,1,0,1,1,0,1,0,0,0,1,AVOID_DICTIONARY_WORDS
Umento$,7,3,1,1,0,1,1,1,0,0,0,0,0,1,AVOID_DICTIONARY_WORDS
speed0meters1,13,2,1,0,1,0,1,1,0,1,0,0,1,1,AVOID_DICTIONARY_WORDS
*pleasing99,11,3,1,0,1,1,1,0,0,1,0,0,1,1,AVOID_DICTIONARY_WORDS
puttyhearted12,14,2,1,0,1,0,1,1,0,1,0,0,1,1,AVOID_DICTIONARY_WORDS
Complying!,10,3,1,1,0,1,1,1,0,0,0,0,0,1,AVOID_DICTIONARY_WORDS
%symphonised123,15,3,1,0,1,1,1,1,0,1,0,1,0,1,AVOID_DICTIONARY_WORDS
d@it1,5,3,1,0,1,1,1,1,0,1,0,0,0,1,AVOID_DICTIONARY_WORDS
$palaeentomology123,19,3,1,0,1,1,1,1,0,1,0,1,1,1,AVOID_DICTIONARY_WORDS
preenlightenment12,18,2,1,0,1,0,1,1,0,1,0,0,1,1,AVOID_DICTIONARY_WORDS
Craton%,7,3,1,1,0,1,1,0,0,0,0,0,0,0,AVOID_DICTIONARY_WORDS
unrevenued99,12,2,1,0,1,0,1,0,0,1,0,0,1,1,AVOID_DICTIONARY_WORDS
precondemnation2024,19,2,1,0,1,0,1,1,0,1,0,0,0,1,AVOID_DICTIONARY_WORDS
tamis-tamisan123,16,3,1,0,1,1,1,1,0,1,0,1,0,1,AVOID_DICTIONARY_WORDS
distelfink22,12,2,1,0,1,0,1,0,0,1,0,0,1,1,AVOID_DICTIONARY_WORDS
Eccoprotic&,11,3,1,1,0,1,1,0,0,0,0,0,1,1,AVOID_DICTIONARY_WORDS
Yellowback$,11,3,1,1,0,1,1,1,0,0,0,0,1,1,AVOID_DICTIONARY_WORDS
subdepots123,12,2,1,0,1,0,1,1,0,1,0,1,0,1,AVOID_DICTIONARY_WORDS
masilab123,10,2,1,0,1,0,1,1,0,1,0,1,0,1,AVOID_DICTIONARY_WORDS
clavier2024,11,2,1,0,1,0,1,1,0,1,0,0,0,1,AVOID_DICTIONARY_WORDS
!jambon123,10,3,1,0,1,1,1,1,0,1,0,1,0,1,AVOID_DICTIONARY_WORDS
nitre2024,9,2,1,0,1,0,1,1,0,1,0,0,0,1,AVOID_DICTIONARY_WORDS
reverters22,11,2,1,0,1,0,1,0,0,1,0,0,1,1,AVOID_DICTIONARY_WORDS
&zeatin123,10,3,1,0,1,1,1,1,0,1,0,1,0,1,AVOID_DICTIONARY_WORDS
stammerers123,13,2,1,0,1,0,1,1,0,1,0,1,1,1,AVOID_DICTIONARY_WORDS
dreamboat2024,13,2,1,0,1,0,1,1,0,1,0,0,0,1,AVOID_DICTIONARY_WORDS
miser@bly22,11,3,1,0,1,1,1,1,0,1,0,0,1,1,AVOID_DICTIONARY_WORDS
$englyn99,9,3,1,0,1,1,1,1,0,1,0,0,1,1,AVOID_DICTIONARY_WORDS
implicity1,10,2,1,0,1,0,1,1,0,1,0,0,0,1,AVOID_DICTIONARY_WORDS
cocain99,8,2,1,0,1,0,1,0,0,1,0,0,1,1,AVOID_DICTIONARY_WORDS
Bungles*,8,3,1,1,0,1,1,0,0,0,0,0,0,0,AVOID_DICTIONARY_WORDS
Papagyeluhin#,13,3,1,1,0,1,1,0,0,0,0,0,0,0,AVOID_DICTIONARY_WORDS
Brutalisation*,14,3,1,1,0,1,1,0,0,0,0,0,0,0,AVOID_DICTIONARY_WORDS
unthistle22,11,2,1,0,1,0,1,0,0,1,0,0,1,1,AVOID_DICTIONARY_WORDS
Forwean@,8,3,1,1,0,1,1,1,0,0,0,0,0,1,AVOID_DICTIONARY_WORDS
jaguarete2024,13,2,1,0,1,0,1,1,0,1,0,0,0,1,AVOID_DICTIONARY_WORDS
sunni@h22,9,3,1,0,1,1,1,1,0,1,0,0,1,1,AVOID_DICTIONARY_WORDS
Troweler*,9,3,1,1,0,1,1,0,0,0,0,0,0,0,AVOID_DICTIONARY_WORDS
Rascalion#,10,3,1,1,0,1,1,0,0,0,0,0,0,0,AVOID_DICTIONARY_WORDS
sm@cker0022,11,3,1,0,1,1,1,1,0,1,0,0,1,1,AVOID_DICTIONARY_WORDS
0ver@nn0t@ted1,14,3,1,0,1,1,1,1,0,1,0,0,1,1,AVOID_DICTIONARY_WORDS
#reexcavating123,16,3,1,0,1,1,1,1,0,1,0,1,1,1,AVOID_DICTIONARY_WORDS
repertorial123,14,2,1,0,1,0,1,1,0,1,0,1,0,1,AVOID_DICTIONARY_WORDS
ch@g@n22,8,3,1,0,1,1,1,1,0,1,0,0,1,1,AVOID_DICTIONARY_WORDS
0ffscreen22,11,2,1,0,1,0,1,1,0,1,0,0,1,1,AVOID_DICTIONARY_WORDS
st@ffmen22,10,3,1,0,1,1,1,1,0,1,0,0,1,1,AVOID_DICTIONARY_WORDS
#tanneries123,13,3,1,0,1,1,1,1,0,1,0,1,1,1,AVOID_DICTIONARY_WORDS
Aureately#,10,3,1,1,0,1,1,0,0,0,0,0,0,0,AVOID_DICTIONARY_WORDS
lutl0t22,8,2,1,0,1,0,1,1,0,1,0,0,1,1,AVOID_DICTIONARY_WORDS
Slidefilm%,10,3,1,1,0,1,1,0,0,0,0,0,0,0,AVOID_DICTIONARY_WORDS
n0nsignific@ti0n22,18,3,1,0,1,1,1,1,0,1,0,0,1,1,AVOID_DICTIONARY_WORDS
Kasimpantay@,12,3,1,1,0,1,1,1,0,0,0,0,0,1,AVOID_DICTIONARY_WORDS
depth2024,9,2,1,0,1,0,1,1,0,1,0,0,0,1,AVOID_DICTIONARY_WORDS
$achilous99,11,3,1,0,1,1,1,1,0,1,0,0,1,1,AVOID_DICTIONARY_WORDS
coopting12,10,2,1,0,1,0,1,1,0,1,0,0,1,1,AVOID_DICTIONARY_WORDS
h@l0cynthiid@e1,15,3,1,0,1,1,1,1,0,1,0,0,1,1,AVOID_DICTIONARY_WORDS
t@ws1,5,3,1,0,1,1,1,1,0,1,0,0,0,1,AVOID_DICTIONARY_WORDS
hemich0linium1,14,2,1,0,1,0,1,1,0,1,0,0,0,1,AVOID_DICTIONARY_WORDS
Jugulation%,11,3,1,1,0,1,1,0,0,0,0,0,0,0,AVOID_DICTIONARY_WORDS
mes0c@rp1,9,3,1,0,1,1,1,1,0,1,0,0,0,1,AVOID_DICTIONARY_WORDS
!kapirma123,11,3,1,0,1,1,1,1,0,1,0,1,0,1,AVOID_DICTIONARY_WORDS
sophora99,9,2,1,0,1,0,1,0,0,1,0,0,1,1,AVOID_DICTIONARY_WORDS
#crosswalk99,12,3,1,0,1,1,1,0,0,1,0,0,1,1,AVOID_DICTIONARY_WORDS
Inearth@,8,3,1,1,0,1,1,1,0,0,0,0,0,1,AVOID_DICTIONARY_WORDS
*benjamite123,13,3,1,0,1,1,1,1,0,1,0,1,0,1,AVOID_DICTIONARY_WORDS
0verdelic@tely22,16,3,1,0,1,1,1,1,0,1,0,0,1,1,AVOID_DICTIONARY_WORDS
f@bric@ture22,13,3,1,0,1,1,1,1,0,1,0,0,1,1,AVOID_DICTIONARY_WORDS
pr0p@rgyl22,11,3,1,0,1,1,1,1,0,1,0,0,1,1,AVOID_DICTIONARY_WORDS
@karyomitome123,15,3,1,0,1,1,1,1,0,1,0,1,0,1,AVOID_DICTIONARY_WORDS
Origenistic%,12,3,1,1,0,1,1,0,0,0,0,0,0,0,AVOID_DICTIONARY_WORDS
forbit99,8,2,1,0,1,0,1,0,0,1,0,0,1,1,AVOID_DICTIONARY_WORDS
Cabalistical$,13,3,1,1,0,1,1,1,0,0,0,0,0,1,AVOID_DICTIONARY_WORDS
Uninferrable!,13,3,1,1,0,1,1,1,0,0,0,0,1,1,AVOID_DICTIONARY_WORDS
mesothoraxes99,14,2,1,0,1,0,1,0,0,1,0,0,1,1,AVOID_DICTIONARY_WORDS
m@p@gw@gi22,11,3,1,0,1,1,1,1,0,1,0,0,1,1,AVOID_DICTIONARY_WORDS
$hallahs123,11,3,1,0,1,1,1,1,0,1,0,1,1,1,AVOID_DICTIONARY_WORDS
envel0ps22,10,2,1,0,1,0,1,1,0,1,0,0,1,1,AVOID_DICTIONARY_WORDS
t@per1,6,3,1,0,1,1,1,1,0,1,0,0,0,1,AVOID_DICTIONARY_WORDS
Psychonomy@,11,3,1,1,0,1,1,1,0,0,0,0,0,1,AVOID_DICTIONARY_WORDS
vestiaries12,12,2,1,0,1,0,1,1,0,1,0,0,0,1,AVOID_DICTIONARY_WORDS
philomathic2024,15,2,1,0,1,0,1,1,0,1,0,0,0,1,AVOID_DICTIONARY_WORDS
verruc@ri@1,11,3,1,0,1,1,1,1,0,1,0,0,1,1,AVOID_DICTIONARY_WORDS
morphophonemics99,17,2,1,0,1,0,1,0,0,1,0,0,1,1,AVOID_DICTIONARY_WORDS
Thinglet*,9,3,1,1,0,1,1,0,0,0,0,0,0,0,AVOID_DICTIONARY_WORDS
Resoundingly#,13,3,1,1,0,1,1,0,0,0,0,0,0,0,AVOID_DICTIONARY_WORDS
Unstopper!,10,3,1,1,0,1,1,1,0,0,0,0,1,1,AVOID_DICTIONARY_WORDS
%thecaspored123,15,3,1,0,1,1,1,1,0,1,0,1,0,1,AVOID_DICTIONARY_WORDS
!tyrannizing123,15,3,1,0,1,1,1,1,0,1,0,1,1,1,AVOID_DICTIONARY_WORDS
meth0d0l0gist22,15,2,1,0,1,0,1,1,0,1,0,0,1,1,AVOID_DICTIONARY_WORDS
anathematiser123,16,2,1,0,1,0,1,1,0,1,0,1,0,1,AVOID_DICTIONARY_WORDS
nilot2024,9,2,1,0,1,0,1,1,0,1,0,0,0,1,AVOID_DICTIONARY_WORDS
Pagdudahan@,11,3,1,1,0,1,1,1,0,0,0,0,0,1,AVOID_DICTIONARY_WORDS
@twicet123,10,3,1,0,1,1,1,1,0,1,0,1,0,1,AVOID_DICTIONARY_WORDS
0n0m@ncy1,9,3,1,0,1,1,1,1,0,1,0,0,0,1,AVOID_DICTIONARY_WORDS
Enterococci!,12,3,1,1,0,1,1,1,0,0,0,0,1,1,AVOID_DICTIONARY_WORDS
qu@rri@ble22,12,3,1,0,1,1,1,1,0,1,0,0,1,1,AVOID_DICTIONARY_WORDS
bostanji123,11,2,1,0,1,0,1,1,0,1,0,1,0,1,AVOID_DICTIONARY_WORDS
prolepsis12,11,2,1,0,1,0,1,1,0,1,0,0,0,1,AVOID_DICTIONARY_WORDS
pumpkinification99,18,2,1,0,1,0,1,0,0,1,0,0,1,1,AVOID_DICTIONARY_WORDS
@cet@22,7,3,1,0,1,1,1,1,0,1,0,0,1,1,AVOID_DICTIONARY_WORDS
n@vig@t0rs22,12,3,1,0,1,1,1,1,0,1,0,0,1,1,AVOID_DICTIONARY_WORDS
d0ssennus22,11,2,1,0,1,0,1,1,0,1,0,0,1,1,AVOID_DICTIONARY_WORDS
Retroposed&,11,3,1,1,0,1,1,0,0,0,0,0,0,0,AVOID_DICTIONARY_WORDS
psych0st@sy1,12,3,1,0,1,1,1,1,0,1,0,0,0,1,AVOID_DICTIONARY_WORDS
buhls12,7,2,1,0,1,0,1,1,0,1,0,0,0,1,AVOID_DICTIONARY_WORDS
%unambitiously99,16,3,1,0,1,1,1,0,0,1,0,0,1,1,AVOID_DICTIONARY_WORDS
zr6eQgj5oj,10,3,1,1,1,0,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
%E8CSNLMwpIb,12,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
NXFKnuhr5Z2vaF,14,3,1,1,1,0,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
v#hPUAmCO%,10,3,1,1,0,1,0,0,0,0,0,0,0,0,INCREASE_LENGTH
eEtM#ptmO0Pb6,13,4,1,1,1,1,0,0,0,1,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
gKIedV94GE32,12,3,1,1,1,0,0,0,0,1,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
2Cjl9DtjafMTo$,14,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
UkyoHdrFVNNTXO,14,2,1,1,0,0,0,0,0,0,0,0,1,1,AVOID_PREDICTABLE_PATTERNS
07605WnDZUq,11,3,1,1,1,0,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
cNlOS@nJXPTLaD,14,3,1,1,0,1,0,0,0,0,0,0,0,0,INCREASE_LENGTH
BSfJKk1l79KmI,13,3,1,1,1,0,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
id$fNlqFU!cleF,14,3,1,1,0,1,0,0,0,0,0,0,0,0,INCREASE_LENGTH
Bs*984YQPb9RV,13,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
sUf6jb9YhWy,11,3,1,1,1,0,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
gMyrE&y@h43X,12,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
tD2TLO3Nfj7,11,3,1,1,1,0,0,0,0,1,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
!IhKUHLV!Q,10,3,1,1,0,1,0,0,0,0,0,0,0,0,INCREASE_LENGTH
rxpvtJBfGtBsRt,14,2,1,1,0,0,0,0,0,0,0,0,0,0,ADD_CHARACTER_VARIETY
T!5t77oMgWgg,12,4,1,1,1,1,0,0,0,0,0,0,1,1,AVOID_PREDICTABLE_PATTERNS
qWIPQ!#LLG,10,3,1,1,0,1,0,0,0,0,0,0,1,1,AVOID_PREDICTABLE_PATTERNS
uA$lDOVpAsAbb,13,3,1,1,0,1,0,0,0,0,0,0,1,1,AVOID_PREDICTABLE_PATTERNS
S$3YJ2Fj%%&S*,13,4,1,1,1,1,0,0,0,0,0,0,1,1,AVOID_PREDICTABLE_PATTERNS
P%&K1RkBf#,10,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
sw%n0BHSks,10,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
v!LaPrUi@J,10,3,1,1,0,1,0,0,0,0,0,0,0,0,INCREASE_LENGTH
qb#9i1#tyb,10,3,1,0,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
K6jzoXAtDh&$jE,14,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
mv%bfjn9hw,10,3,1,0,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
cR@3dgxjWbCQt,13,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
wqnXXYsh&o2k5,13,4,1,1,1,1,0,0,0,1,0,0,1,1,AVOID_PREDICTABLE_PATTERNS
p3@lJiQOqMIg,12,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
3SXnkmm4Y!,10,4,1,1,1,1,0,0,0,0,0,0,1,1,AVOID_PREDICTABLE_PATTERNS
4NhOJCFfp7,10,3,1,1,1,0,0,0,0,1,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
WuErRw*MQ3Rp,12,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
8PY0C%bF@KsJLO,14,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
6#&NdCTsX8AN*,13,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
P6awsWdTeC8,11,3,1,1,1,0,0,0,0,1,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
4Jf1LcHtAY82,12,3,1,1,1,0,0,0,0,1,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
Werg%T%21pFF,12,4,1,1,1,1,0,0,0,0,0,0,1,1,AVOID_PREDICTABLE_PATTERNS
O%Jm67ORvgMa,12,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
UXs52u1EV4BSd,13,3,1,1,1,0,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
lxa4jnhWFNx*&b,14,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
lIMoUtgy!728,12,4,1,1,1,1,0,0,0,1,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
diTUcF4GfJaHA,13,3,1,1,1,0,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
!z7sM8LiTCEae,13,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
9FxSn!eISY,10,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
V*VUuZxbQABori,14,3,1,1,0,1,0,0,0,0,0,0,0,0,INCREASE_LENGTH
lCDd*hHvh5GJ,12,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
@njW3qDtjx2n$n,14,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
kDWkR@uZf5It,12,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
Z2dh#R&MAEkf,12,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
5aFUm03y4#,10,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
ayHpydfW6MWhng,14,3,1,1,1,0,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
MmztA&wrSSZj&,13,3,1,1,0,1,0,0,0,0,0,0,1,1,AVOID_PREDICTABLE_PATTERNS
VWzRSAoGs31X6,13,3,1,1,1,0,0,0,0,1,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
iUNEQdlEupH!bk,14,3,1,1,0,1,0,0,0,0,0,0,0,0,INCREASE_LENGTH
06TKHr&&fBI,11,4,1,1,1,1,0,0,0,0,0,0,1,1,AVOID_PREDICTABLE_PATTERNS
&sZu&4@T4zQET,13,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
sf1s1ksDvI@a,12,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
trhTLnVHNM*5,12,4,1,1,1,1,0,0,0,1,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
Q3m!hgch4o&,11,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
MGmrbeQJi2p,11,3,1,1,1,0,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
0KVOh1hjLr8B7,13,3,1,1,1,0,0,0,0,1,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
wYwc6EqzwX,10,3,1,1,1,0,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
2oVHicIOKn57WE,14,3,1,1,1,0,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
HpWAgi10T7,10,3,1,1,1,0,0,0,0,1,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
llcNg#7iDt,10,4,1,1,1,1,0,0,0,0,0,0,1,1,AVOID_PREDICTABLE_PATTERNS
OE4Icbi4Vrw,11,3,1,1,1,0,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
t@oIAvNqrZHx,12,3,1,1,0,1,0,0,0,0,0,0,0,0,INCREASE_LENGTH
YHA7n5QXpk,10,3,1,1,1,0,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
rr%EtFJxJK,10,3,1,1,0,1,0,0,0,0,0,0,1,1,AVOID_PREDICTABLE_PATTERNS
L$r#T2#IG#aujf,14,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
GcI5P2V3$!,10,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
hoMFiWmpv!J6,12,4,1,1,1,1,0,0,0,1,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
9Z#sFTre#l,10,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
NateHZTDVV66Y,13,3,1,1,1,0,0,0,0,0,0,0,1,1,AVOID_PREDICTABLE_PATTERNS
VwuiFubjavd,11,2,1,1,0,0,0,0,0,0,0,0,0,0,ADD_CHARACTER_VARIETY
4NOmiB&fpQ,10,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
O@cdw1vbSY,10,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
9R2Olm&QRfGvXu,14,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
oxSMtf#QoEce,12,3,1,1,0,1,0,0,0,0,0,0,0,0,INCREASE_LENGTH
iP&pShsJOK,10,3,1,1,0,1,0,0,0,0,0,0,0,0,INCREASE_LENGTH
vqCr7lxU%n$3,12,4,1,1,1,1,0,0,0,1,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
ESCkUOzqFF*q6d,14,4,1,1,1,1,0,0,0,0,0,0,1,1,AVOID_PREDICTABLE_PATTERNS
P7&14KkogM5W*,13,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
Y0h$DcclQ4$p,12,4,1,1,1,1,0,0,0,0,0,0,1,1,AVOID_PREDICTABLE_PATTERNS
5$tQ*uhOM6&&,12,4,1,1,1,1,0,0,0,0,0,0,1,1,AVOID_PREDICTABLE_PATTERNS
wGPUEA40J&HTI,13,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
OFxq#57Wwp,10,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
zKT6BFKJC1NE8,13,3,1,1,1,0,0,0,0,1,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
7J!Mk2I76h@jpU,14,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
$5pkKDPexpMc,12,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
PncT!ShaerHSM$,14,3,1,1,0,1,0,0,0,0,0,0,0,0,INCREASE_LENGTH
fSn7EywNzTlf$J,14,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
*ndGA4dubCd,11,4,1,1,1,1,0,0,0,0,0,1,0,1,AVOID_PREDICTABLE_PATTERNS
W6P!5vd25X,10,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
x*pzhIT%2IW,11,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
!dr06OCCdGd,11,4,1,1,1,1,0,0,0,0,0,0,1,1,AVOID_PREDICTABLE_PATTERNS
1Uuh439*DKb,11,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
RDiS7ndy%aBHs!,14,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
Z@KMLhOU!$8,11,4,1,1,1,1,0,0,0,1,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
GIQIqjRGP2dAJ,13,3,1,1,1,0,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
QD$yN4Co4&X,11,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
sFvSfMjk%LZ3zI,14,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
QQNnByNv5ETum,13,3,1,1,1,0,0,0,0,0,0,0,1,1,AVOID_PREDICTABLE_PATTERNS
97ZuPUPN@voLc,13,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
qUhSYG5W$XcvQ,13,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
4kYO1!P1e!m,11,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
qk7AyY7YufHD,12,3,1,1,1,0,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
U4E!Q!blj$jpX,13,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
